CPM_ID	Chinese_patent_medicine	Pinyin_term	Routes_of_administration
CPM00463	鳖甲消痔胶囊	Biejia Xiaozhi Jiaonang	Oral
CPM00464	槟榔花口服液	Binglanghua Koufuye	Oral
CPM00465	槟榔七味丸	Binglang Qiwei Wan	Oral
CPM00466	槟榔十三味丸	Binglang Shisanwei Wan	Oral
CPM00467	槟榔四消片	Binglang Sixiao Pian	Oral
CPM00468	槟榔四消丸	Binlang Sixiao Wan	Oral
CPM00469	冰胆搽剂	Bingdan Chaji	Topical
CPM00470	冰矾清毒生肌散	Bingfan Qingdu Shengji San	Topical
CPM00471	冰黄肤乐软膏	Binghaung Fule Ruangao	Topical
CPM00472	冰黄软膏	Binghuang Ruangao	Topical
CPM00473	冰连滴耳剂	Binglian Dierji	Topical
CPM00474	冰连清咽喷雾剂	Binglianqingyan Penwuji	Topical
CPM00475	冰梅上清丸	Bingmei Shangqing Wan	Oral
CPM00476	冰硼含片	Bingpeng Hanpian	Oral
CPM00477	冰硼散	Bingpeng San	Topical
CPM00478	冰硼咽喉散	Bingpeng Yanhou San	Topical
CPM00479	冰七胶囊	Bingqi Jiaonang	Oral
CPM00480	冰七片	Bingqi Pian	Oral
CPM00481	冰霜痱子粉	Bingshuang Feizifen	Topical
CPM00482	冰霜梅苏丸	Bingshuang Meisu Wan	Oral
CPM00483	冰珍清目滴眼液	Bingzhen Qingmu Diyanye	Topical
CPM00484	冰珍去翳滴眼液	Bingzhen Quyi Diyanye	Topical
CPM00485	冰栀伤痛气雾剂	Bingzhi Shangtong Qiwuji	Topical
CPM00486	拨云锭	Boyun Ding	Topical
CPM00487	拨云复光散	Boyun Fuguang San	Topical
CPM00488	拨云散眼药	Boyunsan Yanyao	Topical
CPM00489	拨云退翳丸	Boyun Tuiyi Wan	Oral
CPM00490	拨云眼膏	Boyun Yangao	Topical
CPM00491	菠白散	Bobai San	Oral
CPM00492	驳骨风湿酒	Bogu Fengshi Jiu	Topical
CPM00493	驳骨水	Bogu Shui	Topical
CPM00494	博尔宁胶囊	Boerning Jiaonang	Oral
CPM00495	博落回肿痒酊	Boluohui Zhongyang Ding	Topical
CPM00496	博性康药膜	Boxingkang Yaomo	Topical
CPM00497	补白颗粒	Bubai Keli	Oral
CPM00498	补肺活血胶囊	Bufei Huoxue Jiaonang	Oral
CPM00499	补肺丸	Bufei Wan	Oral
CPM00500	补肝丸	Bugan Wan	Oral
CPM00501	补骨脂注射液	Buguzhi Zhusheye	Injection
CPM00502	补金胶囊	Bujin Jiaonang	Oral
CPM00503	补金片	Bujin Pian	Oral
CPM00504	补脑安神胶囊	Bunao Anshen Jiaonang	Oral
CPM00505	补脑安神片	Bunao Anshen Pian	Oral
CPM00506	补脑丸	Bunao Wan	Oral
CPM00507	补脾安神合剂	Bupi Anshen Heji	Oral
CPM00508	补脾消积口服液	Bupi Xiaoji Koufuye	Oral
CPM00509	补脾消食片	Bupi Xiaoshi Pian	Oral
CPM00510	补脾益肠丸	Bupiyichang Wan	Oral
CPM00511	补脾益肾口服液	Bupi Yishen Koufuye	Oral
CPM00512	补气和血胶囊	Buqi Hexue Jiaonang	Oral
CPM00513	补气口服液	Buqi Koufuye	Oral
CPM00514	补气升提片	Buqi Shengti Pian	Oral
CPM00515	补肾安神口服液	Bushen Anshen Koufuye	Oral
CPM00516	补肾斑龙胶囊	Bushen Banlong Jiaonang	Oral
CPM00517	补肾斑龙片	Bushenbanlong Pian	Oral
CPM00518	补肾防喘片	Bushen Fangchuan Pian	Oral
CPM00519	补肾固齿丸	Bushen Guchi Wan	Oral
CPM00520	补肾健脾口服液	Bushen Jianpi Koufuye	Oral
CPM00521	补肾健胃二十一味丸	Bushen Jianwei Ershiyiwei Wan	Oral
CPM00522	补肾康乐胶囊	Bushen Kangle Jiaonang	Oral
CPM00523	补肾口服液	Bushen Koufuye	Oral
CPM00524	补肾宁片	Bushenning Pian	Oral
CPM00525	补肾强身胶囊	Bushen Qiangshen Jiaonang	Oral
CPM00526	补肾强身片	Bushen Qiangshen Pian	Oral
CPM00527	补肾生发药酒	Bushen Shengfa Yaojiu	Oral
CPM00528	补肾十七味膏	Bushen Shiqiwei Gao	Oral
CPM00529	补肾填精胶囊	Bushentianjing Jiaonang	Oral
CPM00530	补肾填精口服液	Bushen Tianjing Koufuye	Oral
CPM00531	补肾填精丸	Bushen Tianjing Wan	Oral
CPM00532	补肾通淋颗粒	Bushen Tonglin Keli	Oral
CPM00533	补肾丸	Bushen Wan	Oral
CPM00534	补肾温阳酒	Bushen Wenyang Jiu	Oral
CPM00535	补肾养血胶囊	Bushen Yangxue Jiaonang	Oral
CPM00536	补肾养血丸	Bushen Yangxue Wan	Oral
CPM00537	补肾益肝颗粒	Bushen Yigan Keli	Oral
CPM00538	补肾益精丸	Bushen Yijing Wan	Oral
CPM00539	补肾益脑胶囊	Bushen Yinao Jiaonang	Oral
CPM00540	补肾益脑片	Bushen Yinao Pian	Oral
CPM00541	补肾益脑丸	Bushen Yinao Wan	Oral
CPM00542	补肾益气胶囊	Bushen Yiqi Jiaonang	Oral
CPM00543	补肾益寿胶囊	Bushen Yishou Jiaonang	Oral
CPM00544	补肾益寿片	Bushen Yishou Pian	Oral
CPM00545	补肾助阳丸	Bushen Zhuyang Wan	Oral
CPM00546	补肾壮骨口服液	Bushen Zhuanggu Koufuye	Oral
CPM00547	补天灵片	Butianling Pian	Oral
CPM00548	补心片	Buxin Pian	Oral
CPM00549	补心气口服液	Buxinqi Koufuye	Oral
CPM00550	补心丸	Buxin Wan	Oral
CPM00551	补虚通瘀颗粒	Buxu Tongyu Keli	Oral
CPM00552	补血安神胶囊	Buxue Anshen Jiaonang	Oral
CPM00553	补血催生丸	Buxue Cuisheng Wan	Oral
CPM00554	补血当归胶囊	Buxue Danggui Jiaonang	Oral
CPM00555	补血当归精	Buxue Danggui Jing	Oral
CPM00556	补血调经片	Buxue Tiaojing Pian	Oral
CPM00557	补血宁神片	Buxue Ningshen Pian	Oral
CPM00558	补血润泽胶囊	Buxue Runze Jiaonang	Oral
CPM00559	补血生乳颗粒	Buxue Shengru Keli	Oral
CPM00560	补血益母颗粒	Buxue Yimu Keli	Oral
CPM00561	补血益母糖浆	Buxue Yimu Tangjiang	Oral
CPM00562	补血益母丸	Buxue Yimu Wan	Oral
CPM00563	补益地黄丸	Buyi Dihuang Wan	Oral
CPM00564	补益活络丸	Buyi Huoluo Wan	Oral
CPM00565	补益蒺藜丸	Buyi Jili Wan	Oral
CPM00566	补益杞圆酒	Buyi Qiyuan Jiu	Oral
CPM00567	补益强心片	Buyi Qiangxin Pian	Oral
CPM00568	补益资生丸	Buyi Zisheng Wan	Oral
CPM00569	补中益气膏	Buzhong Yiqi Gao	Oral
CPM00570	补中益气合剂	Buzhong Yiqi Heji	Oral
CPM00571	补中益气颗粒	Buzhongyiqi Keli	Oral
CPM00572	补中益气口服液	Buzhong Yiqi Koufuye	Oral
CPM00573	补中益气片	Buzhong Yiqi Pian	Oral
CPM00574	补中益气丸	Buzhong Yiqi Wan（Shuiwan）	Oral
CPM00575	不换金正气散	Buhuanjin Zhengqi San	Oral
CPM00576	擦癣药水	Caxuan Yaoshui	Topical
CPM00577	采力合剂	Caili Heji	Oral
CPM00578	采云曲	Caiyunqu	Oral
CPM00579	参白化痔胶囊	Shenbaihuazhi Jiaonang	Oral
CPM00580	参白健脾丸	Shenbai Jianpi Wan	Oral
CPM00581	参百宁神口服液	Shenbai Ningshen Koufuye	Oral
CPM00582	参柏舒心胶囊	Shenbai Shuxin Jiaonang	Oral
CPM00583	参柏舒阴洗液	Shenbo Shuyin Xiye	Topical
CPM00584	参柏洗液	Shenbai Xiye	Topical
CPM00585	参贝北瓜膏	Shenbei Beigua Gao	Oral
CPM00586	参贝北瓜颗粒	Shenbei Beigua Keli	Oral
CPM00587	参贝陈皮	Shenbei Chenpi	Oral
CPM00588	参贝咳喘丸	Shenbei Kechuan Wan	Oral
CPM00589	参贝止咳颗粒	Shenbei Zhike Keli	Oral
CPM00590	参倍固肠胶囊	Shenbei Guchang Jiaonang	Oral
CPM00591	参鞭补肾合剂	Shenbian Bushen Heji	Oral
CPM00592	参柴肝康片	Shenchai Gankang Pian	Oral
CPM00593	参柴肝康软胶囊	Shenchai Gankang Ruanjiaonang	Oral
CPM00594	参柴胶囊	Shenchai Jiaonang	Oral
CPM00595	参柴颗粒	Shenchai Keli	Oral
CPM00596	参蟾消解胶囊	Shenchan Xiaojie Jiaonang	Oral
CPM00597	参丹活血胶囊	Shendan Huoxue Jiaonang	Oral
CPM00598	参丹散结胶囊	Shendan Sanjie Jiaonang	Oral
CPM00599	参地益肾口服液	Shendi Yishen Koufuye	Oral
CPM00600	参地益阴胶囊	Shendi Yiyin Jiaonang	Oral
CPM00601	参蛾温肾口服液	Shen’e Wenshen Koufuye	Oral
CPM00602	参蛾助阳合剂	Shene Zhuyang Heji	Oral
CPM00603	参茯胶囊	Shenfu Jiaonang	Oral
CPM00604	参茯益气安神合剂	Shenfu Yiqi Anshen Heji	Oral
CPM00605	参附强心丸	Shenfu Qiangxin Wan	Oral
CPM00606	参附注射液	Shenfu Zhusheye	Injection
CPM00607	参归养血口服液	Shengui Yangxue Koufuye	Oral
CPM00608	参归养血片	Shengui Yangxue Pian	Oral
CPM00609	参龟补肾口服液	Shengui Bushen Koufuye	Oral
CPM00610	参龟固本酒	Shengui Guben Jiu	Oral
CPM00611	参桂补气养血口服液	Shengui Buqi Yangxue Koufuye	Oral
CPM00612	参桂调经丸	Shengui Tiaojing Wan	Oral
CPM00613	参桂胶囊	Shengui Jiaonang	Oral
CPM00614	参桂理中丸	Shengui Lizhong Wan	Oral
CPM00615	参桂鹿茸丸	Shengui Lurong Wan	Oral
CPM00616	参桂养荣丸	Shengui Yangrong Wan	Oral
CPM00617	参桂再造丸	Shengui Zaizao Wan	Oral
CPM00618	参蛤胶囊	Shenge Jiaonang	Oral
CPM00619	参蛤平喘胶囊	Shenge Pingchuan Jiaonang	Oral
CPM00620	参红祛瘀散结胶囊	Shenhong Quyu Sanje Jiaonang	Oral
CPM00621	参花消渴茶	Shenhua Xiaoke Cha	Oral
CPM00622	参皇软膏	Shenhuang Ruangao	Topical
CPM00623	参黄消渴胶囊	Shenhuang Xiaoke Jiaonang	Oral
CPM00624	参藿温肾胶囊	Shenhuo Wenshen Jiaonang	Oral
CPM00625	参棘软膏	Shenji Ruangao	Topical
CPM00626	参胶胶囊	Shenjiao Jiaonang	Oral
CPM00627	参精补肾胶囊	Shenjing Bushen Jiaonang	Oral
CPM00628	参精止渴丸	Shenjing Zhike Wan	Oral
CPM00629	参景养阴胶囊	Shenjing Yangyin Jiaonang	Oral
CPM00630	参坤养血颗粒	Shenkun Yangxue Keli	Oral
CPM00631	参坤养血口服液	Shenkun Yangxue Koufuye	Oral
CPM00632	参莲胶囊	Shenlian Jiaonang	Oral
CPM00633	参莲颗粒	Shenlian Keli	Oral
CPM00634	参灵肝康胶囊	Shenling Gankang Jiaonang	Oral
CPM00635	参苓白术胶囊	Shenling Baizhu Jiaonang	Oral
CPM00636	参苓白术颗粒	Shenling Baizhu Keli	Oral
CPM00637	参苓白术片	Shenling Baizhu Pian	Oral
CPM00638	参苓白术散	Shenling Baizhu San	Oral
CPM00639	参苓白术丸	Shenling Baizhu Wan	Oral
CPM00640	参苓归元膏	Shenling Guiyuan Gao	Oral
CPM00641	参苓蛤蚧合剂	Shenling Gejie Heji	Oral
CPM00642	参苓健儿膏	Shenling Jian’er Gao	Oral
CPM00643	参苓健脾丸	Shenling Jianpi Wan	Oral
CPM00644	参苓健体粉	Shenling Jianti Fen	Oral
CPM00645	参苓健胃口服液	Shenling Jianwei Koufuye	Oral
CPM00646	参苓精口服液	Shenlingjing Koufuye	Oral
CPM00647	参苓口服液	Shenling Koufuye	Oral
CPM00648	参苓益肾酒	Shenling Yishen Jiu	Oral
CPM00649	参龙补肾胶囊	Shenlong Bushen Jiaonang	Oral
CPM00650	参龙虫草益肾胶囊	Shenlong Chongcao Yishen Jiaonang	Oral
CPM00651	参龙养血膏	Shenlong Yangxue Gao	Oral
CPM00652	参鹿补膏	Shenlu Bugao	Oral
CPM00653	参鹿补片	Shenlu Bupian	Oral
CPM00654	参鹿茶	Shenlu Cha	Oral
CPM00655	参鹿扶正合剂	Shenlu Fuzheng Heji	Oral
CPM00656	参鹿膏	Shenlu Gao	Oral
CPM00657	参鹿健肾口服液	Shenlu Jianshen Koufuye	Oral
CPM00658	参鹿强身丸	Shenlu Qiangshen Wan	Oral
CPM00659	参麦地黄丸	Shenmai Dihuang Wan	Oral
CPM00660	参麦颗粒	Shenmai Keli	Oral
CPM00661	参麦止嗽糖浆	Shenmai Zhisou Tangjiang	Oral
CPM00662	参麦注射液	Shenmai Zhusheye	Injection
CPM00663	参梅健胃胶囊	Shenmei Jianwei Jiaonang	Oral
CPM00664	参梅养胃冲剂	Shenmei Yangwei Chongji	Oral
CPM00665	参南星口服液	Shennanxing Koufuye	Oral
CPM00666	参牛胶囊	Shenniu Jiaonang	Oral
CPM00667	参七脑康胶囊	Shenqi Naokang Jiaonang	Oral
CPM00668	参七乳泰片	Shenqirutai Pian	Oral
CPM00669	参七散结丸	Shenqi Sanjie Wan	Oral
CPM00670	参七心疏胶囊	Shenqi Xinshu Jiaonang	Oral
CPM00671	参七心疏片	Shenqi Xinshu Pian	Oral
CPM00672	参芪阿胶胶囊	Shenqi Ejiao Jiaonang	Oral
CPM00673	参芪阿胶颗粒	Shenqi Ejiao Keli	Oral
CPM00674	参芪博力康片	Shenqi Bolikang Pian	Oral
CPM00675	参芪二仙片	Shenqi Erxian Pian	Oral
CPM00676	参芪扶正注射液	Shenqi Fuzheng Zhusheye	Injection
CPM00677	参芪复脉颗粒	Shenqi Fumai Keli	Oral
CPM00678	参芪肝康胶囊	Shenqi Gankang Jiaonang	Oral
CPM00679	参芪肝康片	Shenqi Gankang Pian	Oral
CPM00680	参芪膏	Shenqi Gao	Oral
CPM00681	参芪蛤蚧补浆	Shenqi Gejie Bujiang	Oral
CPM00682	参芪花粉片	Shenqi Huafen Pian	Oral
CPM00683	参芪健胃颗粒	Shenqi Jianwei Keli	Oral
CPM00684	参芪降糖胶囊	Shenqi Jiangtang Jiaonang	Oral
CPM00685	参芪降糖颗粒	Shengi Jiangtang Keli	Oral
CPM00686	参芪降糖片	Shenqi Jiangtang Pian	Oral
CPM00687	参芪咀嚼片	Shenqi Jujue Pian	Oral
CPM00688	参芪颗粒	Shenqi Keli	Oral
CPM00689	参芪口服液	Shenqi Koufuye	Oral
CPM00690	参芪力得康片	Shenqi Lidekang Pian	Oral
CPM00691	参芪鹿茸口服液	Shenqi Lurong Koufuye	Oral
CPM00692	参芪片	Shenqi Pian	Oral
CPM00693	参芪沙棘合剂	Shenqi Shaji Heji	Oral
CPM00694	参芪山药膏	Shenqi Shanyao Gao	Topical
CPM00695	参芪十一味颗粒	Shenqi Shiyiwei Keli	Oral
CPM00696	参芪首乌补汁	Shenqi Shouwu Buzhi	Oral
CPM00697	参芪糖浆	Shenqi Tangjiang	Oral
CPM00698	参芪丸	Shenqi Wan	Oral
CPM00699	参芪王浆养血口服液	Shenqi Wangjiang Yangxue Koufuye	Oral
CPM00700	参芪温阳栓	Shenqi Wenyang Shuan	Topical
CPM00701	参芪温阳阴道膨胀栓	Shenqi Wenyang Yindao Pengzhang Shuan	Topical
CPM00702	参芪乌鸡养血膏	Shenqi Wuji Yangxue Gao	Oral
CPM00703	参芪五味子胶囊	Shenqi Wuweizi Jiaonang	Oral
CPM00704	参芪五味子颗粒	Shenqi Wuweizi Keli	Oral
CPM00705	参芪五味子片	Shenqi Wuweizi Pian	Oral
CPM00706	参芪五味子糖浆	Shenqi Wuweizi Tangjiang	Oral
CPM00707	参芪消渴胶囊	Shenqixiaoke Jiaonang	Oral
CPM00708	参芪益肺丸	Shenqi Yifei Wan	Oral
CPM00709	参芪益母颗粒	Shenqi Yimu Keli	Oral
CPM00710	参芪益气酒	Shenqi Yiqi Jiu	Oral
CPM00711	参芪云芝颗粒	Shenqi Yunzhi Keli	Oral
CPM00712	参杞杜仲丸	Shenqi Duzhong Wan	Oral
CPM00713	参杞酒	Shenqi Jiu	Oral
CPM00714	参杞颗粒	Shenqi Keli	Oral
CPM00715	参杞片	Shenqi Pian	Oral
CPM00716	参杞全鹿丸	Shenqi Quanlu Wan	Oral
CPM00717	参杞糖浆	Shenqi Tangjiang	Oral
CPM00718	参杞益脑胶囊	Shenqi Yinao Jiaonang	Oral
CPM00719	参茜固经颗粒	Shenqian Gujing Keli	Oral
CPM00720	参茸阿胶	Shenrong Ejiao	Oral
CPM00721	参茸安神片	Shenrong Anshen Pian	Oral
CPM00722	参茸安神丸	Shenrong Anshen Wan	Oral
CPM00723	参茸白凤丸	Shenrong Baifeng Wan	Oral
CPM00724	参茸保胎丸	Shenrong Baotai Wan	Oral
CPM00725	参茸鞭丸	Shenrongbian Wan	Oral
CPM00726	参茸补酒	Shenrong Bujiu	Oral
CPM00727	参茸补肾片	Shenrong Bushen Pian	Oral
CPM00728	参茸补血酒	Shenrong Buxue Jiu	Oral
CPM00729	参茸虫草胶囊	Shenrong Chongcao Jiaonang	Oral
CPM00730	参茸大补膏	Shenrong Dabu Gao	Oral
CPM00731	参茸多鞭酒	Shenrong Duobian Jiu	Oral
CPM00732	参茸蛾补肾助阳胶囊	Shenrong´e Bushen Zhuyang Jiaonang	Oral
CPM00733	参茸蜂王浆胶囊	Shenrong Fengwangjiang Jiaonang	Oral
CPM00734	参茸复春片	Shenrong Fuchun Pian	Oral
CPM00735	参茸固本还少丸	Shenrong Guben Huanshao Wan	Oral
CPM00736	参茸固本片	Shenrong Guben Pian	Oral
CPM00737	参茸蛤蚧保肾丸	Shenrong Gejie Baoshen Wan	Oral
CPM00738	参茸黑锡丸	Shenrong Heixi Wan	Oral
CPM00739	参茸加口服液	Shenrongjia Koufuye	Oral
CPM00740	参茸酒	Shenrong Jiu	Oral
CPM00741	参茸颗粒	Shenrong Keli	Oral
CPM00742	参茸口服液	Shenrong Koufuye	Oral
CPM00743	参茸灵芝胶囊	Shenrong Lingzhi Jiaonang	Oral
CPM00744	参茸鹿胎膏	Shenrong Lutai Gao	Oral
CPM00745	参茸鹿胎丸	Shenrong Lutai Wan	Oral
CPM00746	参茸木瓜药酒	Shenrong Mugua Yaojiu	Oral
CPM00747	参茸片	Shenrong Pian	Oral
CPM00748	参茸强肾片	Shenrong Qiangshen Pian	Oral
CPM00749	参茸全虫酒	Shenrong Quanchong Jiu	Oral
CPM00750	参茸三鞭丸	Shenrong Sanbian Wan	Oral
CPM00751	参茸三七补血片	Shenrong Sanqi Buxue Pian	Oral
CPM00752	参茸三七酒	Shenrong Sanqi Jiu	Oral
CPM00753	参茸三肾胶囊	Shenrong Sanshen Jiaonang	Oral
CPM00754	参茸三肾散	Shenrong Sanshen San	Oral
CPM00755	参茸天麻酒	Shenrong Tianma Jiu	Oral
CPM00756	参茸丸	Shenrong Wan	Oral
CPM00757	参茸卫生丸	Shenrong Weisheng Wan	Oral
CPM00758	参茸温肾丸	Shenrong Wenshen Wan	Oral
CPM00759	参茸延龄片	Shenrong Yanling Pian	Oral
CPM00760	参茸养心益肾胶囊	Shenrong Yangxin Yishen Jiaonang	Oral
CPM00761	参茸益肾胶囊	Shenrong Yishen Jiaonang	Oral
CPM00762	参茸珍宝片	Shenrong Zhenbao Pian	Oral
CPM00763	参茸正阳口服液	Shenrong Zhengyang Koufuye	Oral
CPM00764	参茸壮骨丸	Shenrong Zhuanggu Wan	Oral
CPM00765	参茸追风酒	Shenrong Zhuifeng Jiu	Oral
CPM00766	参蓉健腰酒	Shenrong Jianyao Jiu	Oral
CPM00767	参三七伤药	Shensanqi Shangyao	Oral
CPM00768	参三七伤药胶囊	Shensanqi Shangyao Jiaonang	Oral
CPM00769	参三七伤药片	Shensanqi Shangyao Pian	Oral
CPM00770	参芍胶囊	Shenshao Jiaonang	Oral
CPM00771	参芍片	Shenshao Pian	Oral
CPM00772	参蛇花痔疮膏	Shenshehua Zhichuang Gao	Topical
CPM00773	参麝活络丸	Shenshe Huoluo Wan	Oral
CPM00774	参术儿康糖浆	Shenzhu Erkang Tangjiang	Oral
CPM00775	参术健脾丸	Shenzhu Jianpi Wan	Oral
CPM00776	参术健中口服液	Shenzhu Jianzhong Koufuye	Oral
CPM00777	参术胶囊	Shenzhu Jiaonang	Oral
CPM00778	参术止带糖浆	Shenzhu Zhidai Tangjiang	Oral
CPM00779	参松养心胶囊	Shensong Yangxin Jiaonang	Oral
CPM00780	参苏补肾胶囊	Shensu Bushen Jiaonang	Oral
CPM00781	参苏感冒片	Shensu Ganmao Pian	Oral
CPM00782	参苏胶囊	Shensu Jiaonang	Oral
CPM00783	参苏颗粒	Shensu Keli	Oral
CPM00784	参苏口服液	Shensu Koufuye	Oral
CPM00785	参苏片	Shensu Pian	Oral
CPM00786	参苏丸	Shensu Wan	Oral
CPM00787	参苏宣肺丸	Shensu Xuanfei Wan	Oral
CPM00788	参锁巴戟口服液	Shensuobaji Koufuye	Oral
CPM00789	参田胶囊	Shentian Jiaonang	Oral
CPM00790	参威口服液	Shenwei Koufuye	Oral
CPM00791	参维冻干蜂王浆片	Shenwei Donggan Fengwangjiang Pian	Oral
CPM00792	参味补肾合剂	Shenwei Bushen Heji	Oral
CPM00793	参乌安神口服液	Shenwu Anshen Koufuye	Oral
CPM00794	参乌健脑胶囊	Shenwu Jiannao Jiaonang	Oral
CPM00795	参乌益肾片	Shenwu Yishen Pian	Oral
CPM00796	参仙片	Shenxian Pian	Oral
CPM00797	参仙升脉口服液	Shenxianshengmai Koufuye	Oral
CPM00798	参仙壮肾胶囊	Shenxian Zhuanggu Jiaonang	Oral
CPM00799	参芎胶囊	Shenxiong Jiaonang	Oral
CPM00800	参雄温阳胶囊	Shenxiong Wenyang Jiaonang	Oral
CPM00801	参阳胶囊	Shenyang Jiaonang	Oral
CPM00802	参阳片	Shenyang Pian	Oral
CPM00803	参一胶囊	Shenyi Jiaonang	Oral
CPM00804	参玉补气酒	Shenyu Buqi Jiu	Oral
CPM00805	参苑益气补肾胶囊	Shenyuan Yiqi Bushen Jiaonang	Oral
CPM00806	参枣健脑口服液	Shenzao Jiannao Koufuye	Oral
CPM00807	参泽舒肝胶囊	Shenze Shugan Jiaonang	Oral
CPM00808	参芝安神口服液	Shenzhi Anshen Koufuye	Oral
CPM00809	参枝苓口服液	Shenzhiling Koufuye	Oral
CPM00810	参蛭活血胶囊	Shenzhi Huoxue Jiaonang	Oral
CPM00811	参竹精胶囊	Shenzhujing Jiaonang	Oral
CPM00812	参竹精颗粒	Shenzhujing Keli	Oral
CPM00813	参竹精片	Shenzhujing Pian	Oral
CPM00814	参子合剂	Shenzi Heji	Oral
CPM00815	蚕参健脾颗粒	Canshen Jianpi Keli	Oral
CPM00816	蚕蛾公补合剂	Can'egongbu Heji	Oral
CPM00817	蚕蛾公补胶囊	Can'e Gongbu Jiaonang	Oral
CPM00818	蚕蛾公补酒	Can'egongbu Jiu	Oral
CPM00819	蚕蛾公补片	Can'egong Bu Pian	Oral
CPM00820	蚕茧眼药	Canjian Yanyao	Topical
CPM00821	蚕鹿口服液	Canlu Koufuye	Oral
CPM00822	蚕茸柱天胶囊	Canrongzhutian Jiaonang	Oral
CPM00823	蚕蛹补肾胶囊	Canyong Bushen Jiaonang	Oral
CPM00824	苍鹅鼻炎片	Cang’e Biyan Pian	Oral
CPM00825	苍耳子鼻炎滴丸	Cangerzi Biyan Diwan	Oral
CPM00826	苍耳子鼻炎胶囊	Cang’erzi Biyan Jiaonang	Oral
CPM00827	苍莲感冒片	CanglianGanmaoPian	Oral
CPM00828	苍辛气雾剂	Cangxin Qiwuji	Topical
CPM00829	苍夷滴鼻剂	Cangyi Dibiji	Topical
CPM00830	苍夷滴鼻油	Cangyi Dibiyou	Topical
CPM00831	藏降脂胶囊	Zangjiangzhi Jiaonang	Oral
CPM00832	藏青果冲剂	Cangqingguo Chongji	Oral
CPM00833	藏青果喉片	Zangqingguo Houpian	Oral
CPM00834	藏青果颗粒	Zangqingguo Keli	Oral
CPM00835	藏茵陈胶囊	Zangyinchen Jiaonang	Oral
CPM00836	藏茵陈颗粒	Zangyinchen Keli	Oral
CPM00837	藏茵陈片	Zangyinchen Pian	Oral
CPM00838	草豆蔻酊	Caodoukou Ding	Oral
CPM00839	草仙乙肝胶囊	Caoxian Yigan Jiaonang	Oral
CPM00840	草香胃康胶囊	Caoxiang Weikang Jiaonang	Oral
CPM00841	茶色素胶囊	Chasesu Jiaonang	Oral
CPM00842	柴胡滴丸	Chaihu Diwan	Oral
CPM00843	柴胡口服液	Ghaihu Koufuye	Oral
CPM00844	柴胡舒肝丸	Chaihu Shugan Wan	Oral
CPM00845	柴胡镇咳片	Chaihu Zhenke Pian	Oral
CPM00846	柴胡注射液	Chaihu Zhusheye	Injection
CPM00847	柴黄胶囊	Chaihuang Jiaonang	Oral
CPM00848	柴黄咀嚼片	Chaihuang Jujuepian	Oral
CPM00849	柴黄颗粒	Chaihuang Keli	Oral
CPM00850	柴黄口服液	Chaihuang Koufuye	Oral
CPM00851	柴黄泡腾片	Chaihuang Paotengpian	Oral
CPM00852	柴黄片	Chaihuang Pian	Oral
CPM00853	柴黄清热颗粒	Chaihuang Qingre Keli	Oral
CPM00854	柴黄软胶囊	Chaihuang Ruanjiaonang	Oral
CPM00855	柴连口服液	Chailian Koufuye	Oral
CPM00856	柴芩清宁胶囊	Chaiqin Qingning Jiaonang	Oral
CPM00857	柴芩清宁片	Chaiqin Qingning Pian	Oral
CPM00858	柴芩软胶囊	Chaiqin Ruanjiaonang	Oral
CPM00859	柴芍六君丸	Chaishao Liujun Wan	Oral
CPM00860	柴石退热颗粒	Chaishi Tuire Keli	Oral
CPM00861	柴酮片	Chaitong Pian	Oral
CPM00862	柴辛感冒注射液	Chaixin Ganmao Zhusheye	Injection
CPM00863	柴银感冒颗粒	Chaiyin Ganmao Keli	Oral
CPM00864	柴银颗粒	Chaiyin Keli	Oral
CPM00865	柴银口服液	Chaiyin Koufuye	Oral
CPM00866	柴枳四逆散	Chaizhi Sini San	Oral
CPM00867	蟾龙定喘合剂	Chanlong Dingchuan Heji	Oral
CPM00868	蟾马正痛酊	Chanma Zhengtong Ding	Topical
CPM00869	蟾麝救心丸	Chanshe Jiuxin Wan	Oral
CPM00870	蟾酥锭	Chansu Ding	Topical
CPM00871	蟾酥镇痛巴布膏	Chansu Zhentong Babugao	Topical
CPM00872	蟾乌凝胶膏	Chanwu Ningjiaogao	Topical
CPM00873	产妇安合剂	Chanfu'an Heji	Oral
CPM00874	产妇安胶囊	Chanfuan Jiaonang	Oral
CPM00875	产妇安颗粒	Chanfu´an keli	Oral
CPM00876	产妇安口服液	Chanfu’an Koufuye	Oral
CPM00877	产妇安丸	Chanfu'an Wan	Oral
CPM00878	产复康颗粒	Chanfukang Keli	Oral
CPM00879	产复欣颗粒	Chanfuxin Keli	Oral
CPM00880	产复欣丸	Chanfuxin Wan	Oral
CPM00881	产后补丸	Chanhou Buwan	Oral
CPM00882	产后康膏	Chanhoukang Gao	Oral
CPM00883	产后益母丸	Chanhou Yimu Wan	Oral
CPM00884	产后逐瘀胶囊	Chanhouzhuyu Jiaonang	Oral
CPM00885	产后逐瘀颗粒	Chanhou Zhuyu Keli	Oral
CPM00886	产后逐瘀片	Chanhou Zhuyu Pian	Oral
CPM00887	产灵丸	ChanlingWan	Oral
CPM00888	菖蒲四味胶囊	Changpu Siwei Jiaonang	Oral
CPM00889	菖蒲四味丸	Changpu Siwei Wan	Oral
CPM00890	肠康胶囊	Changkang Jiaonang	Oral
CPM00891	肠康片	Changkang Pian	Oral
