CPM_ID	CHP_ID	Dosage_ratio
CPM00001	CHP03791	
CPM00001	CHP01118	
CPM00001	CHP05746	
CPM00001	CHP01717	
CPM00001	CHP06090	
CPM00001	CHP00638	
CPM00001	CHP00641	
CPM00001	CHP03635	
CPM00001	CHP00419	
CPM00002	CHP03791	0.0433
CPM00002	CHP05746	0.0433
CPM00002	CHP01717	0.0433
CPM00002	CHP06090	0.0433
CPM00002	CHP00638	0.6968
CPM00002	CHP00641	0.0433
CPM00002	CHP01118	0.0217
CPM00002	CHP03635	0.0433
CPM00002	CHP00419	0.0217
CPM00003	CHP03791	
CPM00003	CHP05746	
CPM00003	CHP01717	
CPM00003	CHP06090	
CPM00003	CHP00638	
CPM00003	CHP00641	
CPM00003	CHP01118	
CPM00003	CHP03635	
CPM00003	CHP00419	
CPM00004	CHP03791	
CPM00004	CHP05746	
CPM00004	CHP01717	
CPM00004	CHP06090	
CPM00004	CHP00638	
CPM00004	CHP00641	
CPM00004	CHP01118	
CPM00004	CHP03635	
CPM00004	CHP00419	
CPM00005	CHP03791	0.25
CPM00005	CHP01236	0.125
CPM00005	CHP05746	0.125
CPM00005	CHP01717	0.125
CPM00005	CHP00142	0.125
CPM00005	CHP00641	0.25
CPM00006	CHP03791	
CPM00006	CHP01236	
CPM00006	CHP05746	
CPM00006	CHP01717	
CPM00006	CHP00142	
CPM00006	CHP00641	
CPM00007	CHP03791	0.219
CPM00007	CHP05746	0.2336
CPM00007	CHP01236	0.1095
CPM00007	CHP01717	0.1095
CPM00007	CHP00142	0.1095
CPM00007	CHP00641	0.219
CPM00008	CHP03791	
CPM00008	CHP01236	
CPM00008	CHP05746	
CPM00008	CHP01717	
CPM00008	CHP06090	
CPM00008	CHP00142	
CPM00008	CHP00638	
CPM00008	CHP00641	
CPM00008	CHP01118	
CPM00008	CHP03635	
CPM00008	CHP03319	
CPM00008	CHP03344	
CPM00008	CHP00419	
CPM00009	CHP03791	0.0438
CPM00009	CHP05746	0.0438
CPM00009	CHP01717	0.0438
CPM00009	CHP06090	0.0438
CPM00009	CHP00638	0.6934
CPM00009	CHP00641	0.0438
CPM00009	CHP01118	0.0219
CPM00009	CHP03635	0.0438
CPM00009	CHP00419	0.0219
CPM00010	CHP03791	
CPM00010	CHP01118	
CPM00010	CHP01717	
CPM00010	CHP05746	
CPM00010	CHP06090	
CPM00010	CHP00638	
CPM00010	CHP00641	
CPM00010	CHP03635	
CPM00010	CHP00419	
CPM00011	CHP00419	
CPM00011	CHP03791	
CPM00011	CHP03635	
CPM00011	CHP01118	
CPM00011	CHP01717	
CPM00011	CHP05746	
CPM00011	CHP06090	
CPM00011	CHP00638	
CPM00011	CHP00641	
CPM00012	CHP03791	
CPM00012	CHP01717	
CPM00012	CHP05746	
CPM00012	CHP06090	
CPM00012	CHP00638	
CPM00012	CHP00641	
CPM00012	CHP01118	
CPM00012	CHP03635	
CPM00012	CHP00419	
CPM00013	CHP05746	
CPM00014	CHP05746	
CPM00015	CHP05746	
CPM00016	CHP05957	
CPM00016	CHP05746	
CPM00017	CHP03791	
CPM00017	CHP01236	
CPM00017	CHP05957	
CPM00017	CHP05746	
CPM00017	CHP01717	
CPM00017	CHP00641	
CPM00018	CHP05746	0.1304
CPM00018	CHP01717	0.4348
CPM00018	CHP00608	0.4348
CPM00019	CHP05746	
CPM00019	CHP01717	
CPM00019	CHP00608	
CPM00020	CHP04293	0.04
CPM00020	CHP03791	0.2
CPM00020	CHP05157	0.08
CPM00020	CHP02472	0.1
CPM00020	CHP01261	0.04
CPM00020	CHP05746	0.08
CPM00020	CHP01717	0.08
CPM00020	CHP00638	0.1
CPM00020	CHP01118	0.04
CPM00020	CHP03635	0.06
CPM00020	CHP04065	0.06
CPM00020	CHP02606	0.06
CPM00020	CHP00419	0.06
CPM00021	CHP03791	
CPM00021	CHP01236	
CPM00021	CHP05746	
CPM00021	CHP01717	
CPM00021	CHP00638	
CPM00021	CHP00641	
CPM00021	CHP03635	
CPM00022	CHP03791	
CPM00022	CHP01236	
CPM00022	CHP05746	
CPM00022	CHP01717	
CPM00022	CHP00638	
CPM00022	CHP00641	
CPM00022	CHP03635	
CPM00023	CHP01357	
CPM00023	CHP03791	
CPM00023	CHP01717	
CPM00023	CHP05746	
CPM00023	CHP01118	
CPM00023	CHP02904	
CPM00023	CHP03319	
CPM00023	CHP00361	
CPM00024	CHP01357	0.1818
CPM00024	CHP03791	0.1818
CPM00024	CHP05746	0.0909
CPM00024	CHP01717	0.3636
CPM00024	CHP01118	0.0364
CPM00024	CHP02904	0.0364
CPM00024	CHP03319	0.0364
CPM00024	CHP00361	0.0727
CPM00025	CHP01357	0.1818
CPM00025	CHP03791	0.1818
CPM00025	CHP05746	0.0909
CPM00025	CHP01717	0.3636
CPM00025	CHP01118	0.0364
CPM00025	CHP02904	0.0364
CPM00025	CHP03319	0.0364
CPM00025	CHP00361	0.0727
CPM00026	CHP03704	
CPM00026	CHP04006	
CPM00026	CHP05831	
CPM00026	CHP05746	
CPM00026	CHP06090	
CPM00026	CHP00638	
CPM00026	CHP00617	
CPM00026	CHP00689	
CPM00026	CHP05319	
CPM00026	CHP02606	
CPM00027	CHP01357	
CPM00027	CHP03791	
CPM00027	CHP00039	
CPM00027	CHP01236	
CPM00027	CHP03341	
CPM00027	CHP03049	
CPM00027	CHP06202	
CPM00027	CHP05746	
CPM00027	CHP00638	
CPM00027	CHP02904	
CPM00027	CHP00689	
CPM00027	CHP03461	
CPM00027	CHP03591	
CPM00027	CHP03635	
CPM00027	CHP04083	
CPM00027	CHP03319	
CPM00027	CHP05380	
CPM00028	CHP06037	0.1146
CPM00028	CHP02855	0.0417
CPM00028	CHP02410	0.3229
CPM00028	CHP04002	0.1042
CPM00028	CHP01351	0.4167
CPM00029	CHP00003	
CPM00029	CHP01118	
CPM00029	CHP04556	
CPM00029	CHP02904	
CPM00029	CHP00844	
CPM00029	CHP02441	
CPM00029	CHP02546	
CPM00030	CHP02855	0.0833
CPM00030	CHP02750	0.0556
CPM00030	CHP02410	0.0833
CPM00030	CHP04002	0.4444
CPM00030	CHP03344	0.0556
CPM00030	CHP05159	0.0833
CPM00030	CHP00238	0.1111
CPM00030	CHP01351	0.0833
CPM00031	CHP06155	0.2424
CPM00031	CHP03342	0.0606
CPM00031	CHP00844	0.0606
CPM00031	CHP01425	0.0606
CPM00031	CHP05478	0.0606
CPM00031	CHP02904	0.0606
CPM00031	CHP04002	0.1515
CPM00031	CHP03344	0.0606
CPM00031	CHP00238	0.0606
CPM00031	CHP01351	0.0606
CPM00031	CHP01146	0.0606
CPM00031	CHP00316	0.0606
CPM00032	CHP03461	0.2
CPM00032	CHP04002	0.3333
CPM00032	CHP03344	0.2
CPM00032	CHP00238	0.1333
CPM00032	CHP01146	0.1333
CPM00033	CHP03643	0.2353
CPM00033	CHP03732	0.1765
CPM00033	CHP02100	0.4118
CPM00033	CHP01561	0.0588
CPM00033	CHP05996	0.1059
CPM00033	CHP02410	0.0118
CPM00034	CHP01757	0.1129
CPM00034	CHP03342	0.1613
CPM00034	CHP00003	0.1613
CPM00034	CHP00638	0.0806
CPM00034	CHP02904	0.1613
CPM00034	CHP00779	0.1613
CPM00034	CHP00360	0.1613
CPM00035	CHP00417	0.0504
CPM00035	CHP03768	0.0504
CPM00035	CHP05791	0.0504
CPM00035	CHP00322	0.0504
CPM00035	CHP00246	0.0504
CPM00035	CHP02855	0.0504
CPM00035	CHP01514	0.0504
CPM00035	CHP01508	0.0504
CPM00035	CHP06197	0.0378
CPM00035	CHP00003	0.0504
CPM00035	CHP05973	0.0504
CPM00035	CHP00638	0.0504
CPM00035	CHP04556	0.0504
CPM00035	CHP00557	0.0504
CPM00035	CHP00513	0.0504
CPM00035	CHP03389	0.0504
CPM00035	CHP03352	0.0076
CPM00035	CHP00948	0.0504
CPM00035	CHP03344	0.0378
CPM00035	CHP02443	0.0076
CPM00035	CHP00162	0.0504
CPM00035	CHP05408	0.0378
CPM00035	CHP02748	0.0076
CPM00035	CHP04851	0.0076
CPM00036	CHP03049	
CPM00036	CHP06202	
CPM00036	CHP05746	
CPM00036	CHP01717	
CPM00036	CHP00638	
CPM00036	CHP00641	
CPM00036	CHP00608	
CPM00036	CHP03635	
CPM00036	CHP00689	
CPM00036	CHP05294	
CPM00036	CHP00419	
CPM00037	CHP00456	0.4975
CPM00037	CHP01717	0.3317
CPM00037	CHP05754	0.005
CPM00037	CHP03319	0.1658
CPM00038	CHP04389	0.087
CPM00038	CHP01717	0.087
CPM00038	CHP00014	0.1304
CPM00038	CHP00638	0.1304
CPM00038	CHP04556	0.2609
CPM00038	CHP00689	0.0435
CPM00038	CHP03635	0.087
CPM00038	CHP03344	0.0217
CPM00038	CHP00419	0.087
CPM00038	CHP04818	0.0652
CPM00039	CHP00014	
CPM00040	CHP00014	
CPM00041	CHP05190	
CPM00041	CHP03491	
CPM00041	CHP00142	
CPM00041	CHP00638	
CPM00041	CHP03319	
CPM00041	CHP02090	
CPM00041	CHP00157	
CPM00042	CHP03013	0.0642
CPM00042	CHP03343	0.0963
CPM00042	CHP04577	0.0963
CPM00042	CHP00306	0.0039
CPM00042	CHP04861	0.0963
CPM00042	CHP00339	0.0642
CPM00042	CHP02750	0.0963
CPM00042	CHP06001	0.0013
CPM00042	CHP05774	0.3209
CPM00042	CHP01127	0.0642
CPM00042	CHP00779	0.0963
CPM00043	CHP05061	0.8158
CPM00043	CHP02219	0.0204
CPM00043	CHP01676	0.0007
CPM00043	CHP05778	0.1632
CPM00044	CHP01801	
CPM00045	CHP01170	0.1102
CPM00045	CHP04845	0.1373
CPM00045	CHP05989	0.0109
CPM00045	CHP04106	0.1373
CPM00045	CHP04903	0.1097
CPM00045	CHP01425	0.1097
CPM00045	CHP04254	0.1373
CPM00045	CHP01118	0.1102
CPM00045	CHP04047	0.1373
CPM00046	CHP03785	
CPM00046	CHP00608	
CPM00046	CHP00617	
CPM00047	CHP03785	
CPM00047	CHP00608	
CPM00047	CHP00617	
CPM00048	CHP03785	0.2222
CPM00048	CHP00608	0.1111
CPM00048	CHP00617	0.6667
CPM00049	CHP05989	0.0844
CPM00049	CHP04419	0.0338
CPM00049	CHP06013	0.0844
CPM00049	CHP06065	0.0422
CPM00049	CHP01723	0.0675
CPM00049	CHP05478	0.0844
CPM00049	CHP01690	0.0844
CPM00049	CHP01717	0.0675
CPM00049	CHP00641	0.1266
CPM00049	CHP04093	0.0169
CPM00049	CHP03635	0.0675
CPM00049	CHP00948	0.0844
CPM00049	CHP02410	0.0211
CPM00049	CHP02606	0.0675
CPM00049	CHP00419	0.0675
CPM00050	CHP06013	
CPM00050	CHP06197	
CPM00050	CHP06202	
CPM00050	CHP06204	
CPM00050	CHP01723	
CPM00050	CHP05478	
CPM00050	CHP06001	
CPM00050	CHP01690	
CPM00050	CHP05962	
CPM00050	CHP00948	
CPM00050	CHP02410	
CPM00051	CHP05989	0.1
CPM00051	CHP06013	0.2
CPM00051	CHP06197	0.1
CPM00051	CHP06202	0.05
CPM00051	CHP06204	0.1
CPM00051	CHP01723	0.1
CPM00051	CHP05478	0.1
CPM00051	CHP06001	0.025
CPM00051	CHP01690	0.1
CPM00051	CHP00948	0.1
CPM00051	CHP02410	0.025
CPM00052	CHP06001	
CPM00052	CHP05989	
CPM00052	CHP06013	
CPM00052	CHP06197	
CPM00052	CHP06202	
CPM00052	CHP06204	
CPM00052	CHP01723	
CPM00052	CHP05478	
CPM00052	CHP01690	
CPM00052	CHP00948	
CPM00052	CHP02410	
CPM00053	CHP06013	0.2222
CPM00053	CHP06197	0.1111
CPM00053	CHP06202	0.0556
CPM00053	CHP01723	0.1111
CPM00053	CHP05478	0.1111
CPM00053	CHP06001	0.0278
CPM00053	CHP01690	0.1111
CPM00053	CHP05962	0.1111
CPM00053	CHP00948	0.1111
CPM00053	CHP02410	0.0278
CPM00053	CHP06204	0.0001
CPM00054	CHP05157	
CPM00054	CHP02566	
CPM00055	CHP05157	0.5
CPM00055	CHP02566	0.5
CPM00056	CHP05157	
CPM00056	CHP02566	
CPM00057	CHP01408	
CPM00057	CHP06121	
CPM00057	CHP05922	
CPM00057	CHP00638	
CPM00057	CHP03591	
CPM00057	CHP03601	
CPM00058	CHP01408	0.0996
CPM00058	CHP06121	0.2536
CPM00058	CHP05922	0.0127
CPM00058	CHP00638	0.2536
CPM00058	CHP03591	0.2536
CPM00058	CHP03601	0.1268
CPM00059	CHP01408	
CPM00059	CHP06121	
CPM00059	CHP05922	
CPM00059	CHP00638	
CPM00059	CHP03591	
CPM00059	CHP03601	
CPM00060	CHP00288	0.1111
CPM00060	CHP00212	0.1111
CPM00060	CHP05190	0.1111
CPM00060	CHP01801	0.1111
CPM00060	CHP03500	0.1111
CPM00060	CHP06111	0.1111
CPM00060	CHP01717	0.1111
CPM00060	CHP00617	0.1111
CPM00060	CHP03319	0.1111
CPM00061	CHP05157	
CPM00061	CHP02837	
CPM00061	CHP02842	
CPM00061	CHP03049	
CPM00061	CHP05478	
CPM00061	CHP06090	
CPM00061	CHP00142	
CPM00061	CHP00638	
CPM00061	CHP03635	
CPM00062	CHP05157	0.1442
CPM00062	CHP02837	0.1442
CPM00062	CHP02842	0.0962
CPM00062	CHP03049	0.0962
CPM00062	CHP05478	0.0962
CPM00062	CHP06090	0.0962
CPM00062	CHP00142	0.0962
CPM00062	CHP00638	0.1154
CPM00062	CHP03635	0.1154
CPM00063	CHP05157	
CPM00063	CHP02837	
CPM00063	CHP02842	
CPM00063	CHP03049	
CPM00063	CHP06090	
CPM00063	CHP00142	
CPM00063	CHP00638	
CPM00063	CHP03635	
CPM00064	CHP06144	
CPM00064	CHP04897	
CPM00064	CHP04006	
CPM00064	CHP00288	
CPM00064	CHP04259	
CPM00064	CHP04556	
CPM00064	CHP03791	
CPM00064	CHP00142	
CPM00064	CHP06050	
CPM00064	CHP05919	
CPM00064	CHP06073	
CPM00064	CHP05679	
CPM00064	CHP05766	
CPM00064	CHP05319	
CPM00064	CHP00306	
CPM00064	CHP00229	
CPM00064	CHP01801	
CPM00064	CHP01786	
CPM00064	CHP01236	
CPM00064	CHP02427	
CPM00064	CHP03341	
CPM00064	CHP03609	
CPM00064	CHP03426	
CPM00064	CHP00884	
CPM00064	CHP03024	
CPM00064	CHP01425	
CPM00064	CHP06157	
CPM00064	CHP02030	
CPM00064	CHP01723	
CPM00064	CHP05831	
CPM00064	CHP05746	
CPM00064	CHP01630	
CPM00064	CHP01717	
CPM00064	CHP06090	
CPM00064	CHP05922	
CPM00064	CHP00638	
CPM00064	CHP00617	
CPM00064	CHP03218	
CPM00064	CHP03229	
CPM00064	CHP01118	
CPM00064	CHP04359	
CPM00064	CHP02904	
CPM00064	CHP00689	
CPM00064	CHP03461	
CPM00064	CHP03635	
CPM00064	CHP04021	
CPM00064	CHP04083	
CPM00064	CHP03352	
CPM00064	CHP03319	
CPM00064	CHP00150	
CPM00064	CHP05380	
CPM00064	CHP01180	
CPM00064	CHP00360	
CPM00064	CHP00361	
CPM00064	CHP02748	
CPM00064	CHP00419	
CPM00064	CHP00341	
CPM00064	CHP04818	
CPM00065	CHP03785	
CPM00065	CHP06090	
CPM00065	CHP00142	
CPM00065	CHP00638	
CPM00065	CHP01118	
CPM00065	CHP01206	
CPM00065	CHP00419	
CPM00065	CHP00341	
CPM00066	CHP03785	0.1648
CPM00066	CHP06090	0.1648
CPM00066	CHP00142	0.1648
CPM00066	CHP00638	0.1236
CPM00066	CHP01118	0.0522
CPM00066	CHP01206	0.1648
CPM00066	CHP00419	0.0824
CPM00066	CHP00341	0.0824
CPM00067	CHP06030	
CPM00067	CHP06013	
CPM00067	CHP05881	
CPM00067	CHP02612	
CPM00067	CHP02842	
CPM00067	CHP05896	
CPM00067	CHP05795	
CPM00067	CHP05962	
CPM00067	CHP06015	
CPM00067	CHP00142	
CPM00067	CHP00513	
CPM00067	CHP00689	
CPM00067	CHP03397	
CPM00067	CHP00948	
CPM00068	CHP01357	
CPM00068	CHP02056	
CPM00068	CHP00617	
CPM00068	CHP03601	
CPM00068	CHP01185	
CPM00068	CHP01246	
CPM00069	CHP02416	
CPM00070	CHP02416	1
CPM00073	CHP04419	
CPM00073	CHP00186	
CPM00073	CHP01236	
CPM00073	CHP01357	
CPM00073	CHP01408	
CPM00073	CHP00608	
CPM00073	CHP01118	
CPM00073	CHP03429	
CPM00073	CHP05319	
CPM00073	CHP02606	
CPM00074	CHP01357	
CPM00074	CHP04419	
CPM00074	CHP00186	
CPM00074	CHP01236	
CPM00074	CHP01408	
CPM00074	CHP00608	
CPM00074	CHP01118	
CPM00074	CHP03429	
CPM00074	CHP05319	
CPM00074	CHP02606	
CPM00075	CHP01357	0.1658
CPM00075	CHP04419	0.0817
CPM00075	CHP00186	0.099
CPM00075	CHP01236	0.099
CPM00075	CHP01408	0.0099
CPM00075	CHP00608	0.099
CPM00075	CHP01118	0.0817
CPM00075	CHP03429	0.1658
CPM00075	CHP05319	0.099
CPM00075	CHP02606	0.099
CPM00076	CHP05989	
CPM00076	CHP00543	
CPM00076	CHP03704	
CPM00076	CHP06013	
CPM00076	CHP01958	
CPM00076	CHP06197	
CPM00076	CHP06202	
CPM00076	CHP06204	
CPM00076	CHP01723	
CPM00076	CHP05477	
CPM00076	CHP06191	
CPM00076	CHP05478	
CPM00076	CHP01690	
CPM00076	CHP00948	
CPM00076	CHP02298	
CPM00076	CHP02410	
CPM00076	CHP05283	
CPM00076	CHP01206	
CPM00077	CHP00543	0.098
CPM00077	CHP03704	0.0654
CPM00077	CHP06013	0.0196
CPM00077	CHP01958	0.098
CPM00077	CHP06197	0.0163
CPM00077	CHP06202	0.0098
CPM00077	CHP06204	0.0327
CPM00077	CHP01723	0.0654
CPM00077	CHP05477	0.0654
CPM00077	CHP06191	0.098
CPM00077	CHP05478	0.0654
CPM00077	CHP01690	0.0654
CPM00077	CHP05962	0.0098
CPM00077	CHP00948	0.0654
CPM00077	CHP02298	0.098
CPM00077	CHP02410	0.0294
CPM00077	CHP05283	0.0327
CPM00077	CHP01206	0.0654
CPM00078	CHP06013	
CPM00078	CHP06065	
CPM00078	CHP00216	
CPM00078	CHP06197	
CPM00078	CHP06201	
CPM00078	CHP06202	
CPM00078	CHP06204	
CPM00078	CHP01723	
CPM00078	CHP06191	
CPM00078	CHP05478	
CPM00078	CHP01690	
CPM00078	CHP05962	
CPM00078	CHP00948	
CPM00078	CHP02410	
CPM00079	CHP05989	0.0098
CPM00079	CHP06013	0.1307
CPM00079	CHP06065	0.0523
CPM00079	CHP06069	0.1307
CPM00079	CHP06201	0.0425
CPM00079	CHP00216	0.0098
CPM00079	CHP06197	0.0621
CPM00079	CHP06202	0.0327
CPM00079	CHP06204	0.0359
CPM00079	CHP01723	0.098
CPM00079	CHP06191	0.0784
CPM00079	CHP05478	0.098
CPM00079	CHP01690	0.098
CPM00079	CHP00948	0.098
CPM00079	CHP02410	0.0229
CPM00080	CHP01236	
CPM00080	CHP01355	
CPM00081	CHP01357	
CPM00081	CHP05190	
CPM00081	CHP05922	
CPM00081	CHP00608	
CPM00081	CHP01118	
CPM00081	CHP01146	
CPM00082	CHP01357	
CPM00082	CHP05190	
CPM00082	CHP05922	
CPM00082	CHP00608	
CPM00082	CHP01118	
CPM00082	CHP01146	
CPM00083	CHP01357	
CPM00083	CHP05190	
CPM00083	CHP05922	
CPM00083	CHP00608	
CPM00083	CHP01118	
CPM00083	CHP01146	
CPM00084	CHP01357	
CPM00084	CHP05190	
CPM00084	CHP05922	
CPM00084	CHP00608	
CPM00084	CHP01118	
CPM00084	CHP01146	
CPM00085	CHP01357	
CPM00085	CHP05190	
CPM00085	CHP05922	
CPM00085	CHP00608	
CPM00085	CHP01118	
CPM00085	CHP01146	
CPM00086	CHP01357	0.4259
CPM00086	CHP05190	0.3407
CPM00086	CHP05922	0.0204
CPM00086	CHP00608	0.0852
CPM00086	CHP01118	0.0426
CPM00086	CHP01146	0.0852
CPM00087	CHP04419	0.0752
CPM00087	CHP03791	0.1278
CPM00087	CHP04006	0.0752
CPM00087	CHP00186	0.0752
CPM00087	CHP06204	0.0451
CPM00087	CHP01717	0.1504
CPM00087	CHP06090	0.1504
CPM00087	CHP00641	0.1504
CPM00087	CHP05319	0.1504
CPM00088	CHP04419	
CPM00088	CHP03704	
CPM00088	CHP00617	
CPM00089	CHP00100	0.2
CPM00089	CHP03342	0.2
CPM00089	CHP02942	0.2
CPM00089	CHP02904	0.2
CPM00089	CHP00779	0.2
CPM00090	CHP04259	
CPM00090	CHP04419	
CPM00090	CHP03785	
CPM00090	CHP03704	
CPM00090	CHP06065	
CPM00090	CHP02837	
CPM00090	CHP01356	
CPM00090	CHP03049	
CPM00090	CHP00617	
CPM00090	CHP00689	
CPM00091	CHP04259	0.0659
CPM00091	CHP04419	0.033
CPM00091	CHP03785	0.1099
CPM00091	CHP03704	0.022
CPM00091	CHP06065	0.4396
CPM00091	CHP02837	0.0659
CPM00091	CHP01356	0.0659
CPM00091	CHP03049	0.0879
CPM00091	CHP00617	0.0659
CPM00091	CHP00689	0.044
CPM00092	CHP04419	
CPM00092	CHP01236	
CPM00092	CHP00617	
CPM00092	CHP03319	
CPM00092	CHP02606	
CPM00093	CHP01357	0.0495
CPM00093	CHP04419	0.1499
CPM00093	CHP04006	0.0618
CPM00093	CHP05477	0.1731
CPM00093	CHP06090	0.1499
CPM00093	CHP00617	0.2009
CPM00093	CHP02606	0.1422
CPM00093	CHP00419	0.0726
CPM00094	CHP01357	
CPM00094	CHP04419	
CPM00094	CHP04006	
CPM00094	CHP05477	
CPM00094	CHP06090	
CPM00094	CHP00617	
CPM00094	CHP02606	
CPM00094	CHP00419	
CPM00095	CHP04419	0.2632
CPM00095	CHP00456	0.2105
CPM00095	CHP06111	0.5263
CPM00096	CHP01357	
CPM00096	CHP04419	
CPM00096	CHP04006	
CPM00096	CHP05477	
CPM00096	CHP06090	
CPM00096	CHP00617	
CPM00096	CHP02606	
CPM00096	CHP00419	
CPM00097	CHP04419	
CPM00097	CHP00456	
CPM00097	CHP01717	
CPM00097	CHP05922	
CPM00097	CHP00638	
CPM00097	CHP03319	
CPM00098	CHP04524	0.2632
CPM00098	CHP03785	0.1579
CPM00098	CHP02837	0.1053
CPM00098	CHP01356	0.1579
CPM00098	CHP03049	0.1053
CPM00098	CHP06111	0.0526
CPM00098	CHP00142	0.1053
CPM00098	CHP01118	0.0526
CPM00099	CHP04131	0.0619
CPM00099	CHP06205	0.0309
CPM00099	CHP03342	0.0515
CPM00099	CHP01515	0.0722
CPM00099	CHP00003	0.0206
CPM00099	CHP02942	0.0825
CPM00099	CHP02904	0.1031
CPM00099	CHP00779	0.0619
CPM00099	CHP03561	0.0825
CPM00099	CHP00238	0.0619
CPM00099	CHP00274	0.2062
CPM00099	CHP00360	0.1649
CPM00100	CHP04419	0.0556
CPM00100	CHP03791	0.0556
CPM00100	CHP04006	0.0556
CPM00100	CHP00209	0.1389
CPM00100	CHP06204	0.0278
CPM00100	CHP05501	0.0833
CPM00100	CHP05574	0.0833
CPM00100	CHP06090	0.1389
CPM00100	CHP00608	0.0556
CPM00100	CHP01118	0.0556
CPM00100	CHP03319	0.0556
CPM00100	CHP05319	0.0556
CPM00100	CHP00361	0.1389
CPM00101	CHP03791	0.2116
CPM00101	CHP03704	0.0423
CPM00101	CHP04006	0.0529
CPM00101	CHP06157	0.1058
CPM00101	CHP01717	0.1058
CPM00101	CHP06090	0.0423
CPM00101	CHP00142	0.0794
CPM00101	CHP00638	0.1058
CPM00101	CHP00641	0.0529
CPM00101	CHP01118	0.0529
CPM00101	CHP03635	0.0529
CPM00101	CHP05319	0.0423
CPM00101	CHP00419	0.0529
CPM00102	CHP01801	
CPM00102	CHP01357	
CPM00102	CHP01206	
CPM00103	CHP04006	0.0816
CPM00103	CHP02837	0.0816
CPM00103	CHP01356	0.1229
CPM00103	CHP01357	0.1631
CPM00103	CHP03049	0.1631
CPM00103	CHP01682	0.1564
CPM00103	CHP06090	0.0816
CPM00103	CHP00638	0.1229
CPM00103	CHP03431	0.0134
CPM00103	CHP05319	0.0134
CPM00104	CHP01248	0.05
CPM00104	CHP00322	0.05
CPM00104	CHP04828	0.05
CPM00104	CHP02585	0.05
CPM00104	CHP03342	0.075
CPM00104	CHP05515	0.05
CPM00104	CHP02017	0.05
CPM00104	CHP02019	0.05
CPM00104	CHP06191	0.075
CPM00104	CHP02942	0.075
CPM00104	CHP02904	0.075
CPM00104	CHP00779	0.05
CPM00104	CHP04047	0.05
CPM00104	CHP03243	0.075
CPM00104	CHP05319	0.05
CPM00104	CHP00360	0.125
CPM00105	CHP03785	
CPM00105	CHP04006	
CPM00105	CHP00186	
CPM00105	CHP01356	
CPM00105	CHP05477	
CPM00105	CHP05478	
CPM00105	CHP00638	
CPM00105	CHP04824	
CPM00106	CHP05456	0.0435
CPM00106	CHP04795	0.087
CPM00106	CHP05195	0.1739
CPM00106	CHP02155	0.2609
CPM00106	CHP05477	0.087
CPM00106	CHP05687	0.087
CPM00106	CHP00170	0.087
CPM00106	CHP02606	0.087
CPM00106	CHP04824	0.087
CPM00107	CHP05456	0.1527
CPM00107	CHP02017	0.1069
CPM00107	CHP03193	0.1374
CPM00107	CHP01118	0.2366
CPM00107	CHP00168	0.1527
CPM00107	CHP00209	0.1374
CPM00107	CHP00361	0.0763
CPM00108	CHP05456	0.1734
CPM00108	CHP00216	0.001
CPM00108	CHP00209	0.1526
CPM00108	CHP02017	0.1249
CPM00108	CHP03193	0.1526
CPM00108	CHP01118	0.1387
CPM00108	CHP00168	0.1734
CPM00108	CHP00361	0.0832
CPM00109	CHP01723	0.2857
CPM00109	CHP00142	0.1429
CPM00109	CHP00638	0.2857
CPM00109	CHP00419	0.2857
CPM00110	CHP03791	0.1613
CPM00110	CHP05157	0.1613
CPM00110	CHP01723	0.0323
CPM00110	CHP05746	0.0323
CPM00110	CHP00014	0.0484
CPM00110	CHP06090	0.0484
CPM00110	CHP00142	0.0484
CPM00110	CHP00638	0.0645
CPM00110	CHP00641	0.0484
CPM00110	CHP01118	0.0161
CPM00110	CHP04556	0.0645
CPM00110	CHP03461	0.0323
CPM00110	CHP00884	0.0484
CPM00110	CHP03635	0.0484
CPM00110	CHP00361	0.0323
CPM00110	CHP00419	0.0645
CPM00110	CHP04818	0.0484
CPM00111	CHP05780	
CPM00111	CHP00638	
CPM00112	CHP05841	0.374
CPM00112	CHP04897	0.126
CPM00112	CHP06175	0.5
CPM00113	CHP05841	
CPM00113	CHP04897	
CPM00113	CHP06175	
CPM00114	CHP05841	0.374
CPM00114	CHP04897	0.126
CPM00114	CHP06175	0.5
CPM00115	CHP01118	
CPM00116	CHP01118	
CPM00117	CHP06065	
CPM00117	CHP05841	
CPM00117	CHP00216	
CPM00117	CHP01757	
CPM00117	CHP01561	
CPM00117	CHP01118	
CPM00117	CHP00513	
CPM00117	CHP00779	
CPM00117	CHP03561	
CPM00117	CHP03344	
CPM00117	CHP00361	
CPM00117	CHP01146	
CPM00118	CHP06065	
CPM00118	CHP05841	
CPM00118	CHP00216	
CPM00118	CHP01757	
CPM00118	CHP01561	
CPM00118	CHP01118	
CPM00118	CHP00513	
CPM00118	CHP00779	
CPM00118	CHP03344	
CPM00118	CHP00361	
CPM00118	CHP01146	
CPM00119	CHP06065	
CPM00119	CHP05841	
CPM00119	CHP00216	
CPM00119	CHP01757	
CPM00119	CHP01561	
CPM00119	CHP01118	
CPM00119	CHP00513	
CPM00119	CHP00779	
CPM00119	CHP03561	
CPM00119	CHP03344	
CPM00119	CHP00361	
CPM00119	CHP01146	
CPM00120	CHP00417	0.0511
CPM00120	CHP00322	0.0511
CPM00120	CHP02855	0.0511
CPM00120	CHP01261	0.0511
