CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP01492	红叶木姜子根		hong ye mu jiang zi gen	Litsea rubescens	Viridiplantae
CHP01493	红叶树		hong ye shu	Helicia cochinchinensis	Viridiplantae
CHP01494	红叶树子		hong ye shu zi	Helicia cochinchinensis	Viridiplantae
CHP01495	红芋		hong yu	Remusatia vivipara	Viridiplantae
CHP01496	红云草		hong yun cao	Ardisia maclurei	Viridiplantae
CHP01497	红粘谷		hong zhan gu	Amaranthus paniculatus	Viridiplantae
CHP01498	红粘谷子		hong zhan gu zi	Amaranthus paniculatus	Viridiplantae
CHP01499	红直獐牙菜	红直当药	hong zhi zhang ya cai	Redspot Swertia	Viridiplantae
CHP01500	红子仔		hong zi zai	Breynia vitis-idaea	Viridiplantae
CHP01501	红紫珠		hong zi zhu	Callicarpa rubella	Viridiplantae
CHP01502	猴樟	猴楠	hou zhang	Cinnamomum bodinieri	Viridiplantae
CHP01503	猴樟果		hou zhang guo	Cinnamomum bodinieri	Viridiplantae
CHP01504	厚壳树		hou ke shu	Ehretia acuminata	Viridiplantae
CHP01505	厚皮树		hou pi shu	Coromandel Lannea	Viridiplantae
CHP01506	厚皮香		hou pi xiang	Ternstroemia gymnanthera	Viridiplantae
CHP01507	厚皮香花		hou pi xiang hua	Ternstroemia gymnanthera	Viridiplantae
CHP01508	厚朴	川厚朴|姜厚朴|凹叶厚朴	hou po	bark of Officil magnolia	Viridiplantae
CHP01509	厚朴花		hou po hua	Officinal Magnolia Flower; Magnolia Flower; Flos Magnoliae Officinalis	Viridiplantae
CHP01510	厚朴子		hou po zi	Magnolia officinalis Rehd. Et Wils	Viridiplantae
CHP01511	厚叶牛耳草		hou ye niu er cao	Paraboea crassifolia	Viridiplantae
CHP01512	厚叶沿阶草		hou ye yan jie cao	Ophiopogon jaburan	Viridiplantae
CHP01513	狐狸尾		hu li wei	Uraria lagopodoides	Viridiplantae
CHP01514	胡黄连	西藏胡黄连	hu huang lian	Picrorhizae Rhizoma	Viridiplantae
CHP01515	胡椒	黑胡椒|白胡椒	hu jiao	Fructus Piperis	Viridiplantae
CHP01516	胡芦巴	葫芦巴|盐胡芦巴	hu lu ba	Trigonellae Semen	Viridiplantae
CHP01517	胡萝卜	野胡萝卜	hu luo bo	Carrot	Viridiplantae
CHP01518	胡萝卜叶		hu luo bo ye	Daucus carota	Viridiplantae
CHP01519	胡萝卜子	南鹤虱	hu luo bo zi	Carrot Seed	Viridiplantae
CHP01520	胡麻仁		hu ma ren	Sesamum indicum	Viridiplantae
CHP01521	胡麻叶	芝麻叶	hu ma ye	Oriental Sesame Leaf	Viridiplantae
CHP01522	胡桃根		hu tao gen	Radix seu Cortex Juglandis regiae	Viridiplantae
CHP01523	胡桃青皮		hu tao qing pi	English Walnut Exocarp	Viridiplantae
CHP01524	胡桃树皮		hu tao shu pi	English Walnut Bark	Viridiplantae
CHP01525	胡桃叶		hu tao ye	English Walnut Leaf	Viridiplantae
CHP01526	胡桃油		hu tao you	Oleum Juglandis	Viridiplantae
CHP01527	胡桃枝		hu tao zhi	Ramulus Juglandis regiae	Viridiplantae
CHP01528	胡桐泪		hu tong lei	Populus euphratica	Viridiplantae
CHP01529	胡颓子		hu tui zi	Elaeagnus pungens	Viridiplantae
CHP01530	胡颓子叶		hu tui zi ye	Elaeagnus pungens	Viridiplantae
CHP01531	胡枝子		hu zhi zi	Shrub Lespedeza	Viridiplantae
CHP01532	胡枝子根		hu zhi zi gen	Lespedeza bicolor	Viridiplantae
CHP01533	壶卢		hu lu	Cucurbita siceraria	Viridiplantae
CHP01534	葫芦茶		hu lu cha	Triquetrous tadehagi	Viridiplantae
CHP01535	葫芦茶根		hu lu cha gen	Tadehagi triquetrum	Viridiplantae
CHP01536	葫芦叶		hu lu ye	Adenocaulon himalaicum	Viridiplantae
CHP01537	湖北贝母		hu bei bei mu	Hupeh Fritillary	Viridiplantae
CHP01538	湖北地黄		hu bei di huang	Rehmannia henryi	Viridiplantae
CHP01539	湖北海棠		hu bei hai tang	Malus hupehensis	Viridiplantae
CHP01540	湖北黄精		hu bei huang jing	Hubei Landpick	Viridiplantae
CHP01541	湖北桑寄生		hu bei sang ji sheng	Taxillus sutchuenensis	Viridiplantae
CHP01542	湖瓜草		hu gua cao	Cyperus leptocarpus	Viridiplantae
CHP01543	槲寄生		hu ji sheng	Herba Visci	Viridiplantae
CHP01544	槲皮		hu pi	Quercus dentata	Viridiplantae
CHP01545	槲实仁		hu shi ren	Quercus dentata	Viridiplantae
CHP01546	槲叶		hu ye	Daimyo Oak Leaf	Viridiplantae
CHP01547	蝴蝶暗消		hu die an xiao	Aristolochia transsecta	Viridiplantae
CHP01548	蝴蝶果		hu die guo	Acer kweilinense	Viridiplantae
CHP01549	蝴蝶花		hu die hua	Fringed Iris	Viridiplantae
CHP01550	虎刺		hu ci	Indian Damnacanthus	Viridiplantae
CHP01551	虎耳草		hu er cao	stem or leaf of Fung Waxplant	Viridiplantae
CHP01552	虎皮草		hu pi cao	Chrysosplenium macrophyllum	Viridiplantae
CHP01553	虎皮楠		hu pi nan	Daphniphyllum oldhamii	Viridiplantae
CHP01554	虎石头		hu shi tou	Liparis distans	Viridiplantae
CHP01555	虎尾兰		hu wei lan	Snake Sansevieria	Viridiplantae
CHP01556	虎尾兰根		hu wei lan gen	Sansevieria trifasciata	Viridiplantae
CHP01557	虎尾轮		hu wei lun	Uraria crinita	Viridiplantae
CHP01558	虎掌草	破牛膝	hu zhang cao	Brooklet Anemone	Viridiplantae
CHP01559	虎掌草叶		hu zhang cao ye	Anemone rivularis	Viridiplantae
CHP01560	虎杖	虎杖叶	hu zhang	Rhizoma Polygoni Cuspidati	Viridiplantae
CHP01561	花椒	山花椒|川椒|青花椒	hua jiao	Pericarpium Zanthoxyli	Viridiplantae
CHP01562	花椒根		hua jiao gen	Bunge Pricklyash Root	Viridiplantae
CHP01563	花椒簕		hua jiao le	Cuspidate Pricklyash	Viridiplantae
CHP01564	花椒叶		hua jiao ye	Zanthoxylum bungeanum	Viridiplantae
CHP01565	花脸细辛		hua lian xi xin	Asarum splendens	Viridiplantae
CHP01566	花锚		hua mao	Corniculate Spurgentian	Viridiplantae
CHP01567	花木通	西藏花木通	hua mu tong	Clematis pseudopogonandra	Viridiplantae
CHP01568	花楸		hua qiu	Sorbus aucuparia	Viridiplantae
CHP01569	花生衣		hua sheng yi	Testa Arachidis Hypogaeae	Viridiplantae
CHP01570	花生油		hua sheng you	Arachis hypogaea L.	Viridiplantae
CHP01571	花唐松草	瓣蕊唐松草	hua tang song cao	Filamentary Meadowrue	Viridiplantae
CHP01572	花血藤		hua xue teng	Schisandra glaucescens	Viridiplantae
CHP01573	花叶假杜鹃		hua ye jia du juan	Barleria lupulina	Viridiplantae
CHP01574	花叶九节木		hua ye jiu jie mu	Psychotria siamica	Viridiplantae
CHP01575	花叶秋海棠		hua ye qiu hai tang	Begonia cathayana	Viridiplantae
CHP01576	花叶竹芋		hua ye zhu yu	Maranta bicolor	Viridiplantae
CHP01577	花叶子	千灵丹	hua ye zi	Paphiopedilum parishii	Viridiplantae
CHP01578	华北白前		hua bei bai qian	Hancock Swallowwort	Viridiplantae
CHP01579	华东瘤足蕨		hua dong liu zu jue	Plagiogyria japonica	Viridiplantae
CHP01580	华东膜蕨		hua dong mo jue	Barbate Filmy Fern	Viridiplantae
CHP01581	华东木蓝		hua dong mu lan	Indigofera fortunei	Viridiplantae
CHP01582	华东阴地蕨	西南小阴地蕨	hua dong yin di jue	Sceptridium daucifolium	Viridiplantae
CHP01583	华鹅耳枥	小果千金榆	hua e er li	Carpinus cordata	Viridiplantae
CHP01584	华风车子		hua feng che zi	Combretum alfredii	Viridiplantae
CHP01585	华风车子根		hua feng che zi gen	Combretum alfredii	Viridiplantae
CHP01586	华凤仙	水凤仙	hua feng xian	Impatiens chinensis	Viridiplantae
CHP01587	华萝藦		hua luo mo	Metaplexis hemsleyana	Viridiplantae
CHP01588	华南胡椒		hua nan hu jiao	Piper austrosinense	Viridiplantae
CHP01589	华南鳞盖蕨		hua nan lin gai jue	Microlepia hancei	Viridiplantae
CHP01590	华南毛蕨	华南实蕨	hua nan mao jue	Christella parasitica	Viridiplantae
CHP01591	华南舌蕨		hua nan she jue	Elaphoglossum yoshinagae	Viridiplantae
CHP01592	华南铁角蕨		hua nan tie jiao jue	Asplenium austrochinense	Viridiplantae
CHP01593	华南吴茱萸		hua nan wu zhu yu	South China Evodia	Viridiplantae
CHP01594	华南皂荚		hua nan zao jia	South China Honeyloeust	Viridiplantae
CHP01595	华南紫萁		hua nan zi qi	Plenasium vachellii	Viridiplantae
CHP01596	华千金藤	金不换|汝兰	hua qian jin teng	root of Chinese Stephania	Viridiplantae
CHP01597	华清香藤		hua qing xiang teng	Jasminum sinense	Viridiplantae
CHP01598	华桑		hua sang	Chinese Mulberry	Viridiplantae
CHP01599	华山参		hua shan can	Physochlaie Radix	Viridiplantae
CHP01600	华山矾		hua shan fan	Chinese Sweetleaf	Viridiplantae
CHP01601	华山矾根		hua shan fan gen	Symplocos chinensis	Viridiplantae
CHP01602	华西小石积	黑果	hua xi xiao shi ji	Osteomeles schwerinae	Viridiplantae
CHP01603	华泽兰	广东土牛膝	hua ze lan	Chinese Eupatorium	Viridiplantae
CHP01604	华中瘤足蕨		hua zhong liu zu jue	Fine-nerved Plagiogyria	Viridiplantae
CHP01605	华紫报春花		hua zi bao chun hua	Primula chionantha	Viridiplantae
CHP01606	铧尖草		hua jian cao	Viola inconspicua	Viridiplantae
CHP01607	铧头草		hua tou cao	Viola betonicifolia	Viridiplantae
CHP01608	化橘红	化州橘红	hua ju hong	Pummelo Peel	Viridiplantae
CHP01609	化香树		hua xiang shu	Platycarya strobilacea	Viridiplantae
CHP01610	化香树果		hua xiang shu guo	Fructus Platycaryae Strobilaceae	Viridiplantae
CHP01611	化香树叶		hua xiang shu ye	Dyetree Leaf	Viridiplantae
CHP01612	化药		hua yao	Cyrtomium macrophyllum	Viridiplantae
CHP01613	画眉草		hua mei cao	Eragrostis pilosa	Viridiplantae
CHP01614	桦树皮	桦木皮	hua shu pi	Betula platyphylla	Viridiplantae
CHP01615	桦树液		hua shu ye	Sucus Betulae platyphyllae	Viridiplantae
CHP01616	桦树汁		hua shu zhi	Betula platyphylla	Viridiplantae
CHP01617	桦叶荚蒾		hua ye jia mi	Viburnum betulifolium	Viridiplantae
CHP01618	桦叶葡萄根皮		hua ye pu tao gen pi	Vitis betulifolia	Viridiplantae
CHP01619	淮通		huai tong	Moupin Dutchmanspipe	Viridiplantae
CHP01620	槐		huai	Japanese Pagodatree	Viridiplantae
CHP01621	槐白皮		huai bai pi	Styphnolobium japonicum	Viridiplantae
CHP01622	槐根		huai gen	Sophora japonica	Viridiplantae
CHP01623	槐花		huai hua	Flos Sophorae	Viridiplantae
CHP01624	槐胶		huai jiao	Sophora japonica	Viridiplantae
CHP01625	槐角	蜜槐角	huai jiao	Fructus Sophorae	Viridiplantae
CHP01626	槐米		huai mi	Flos Sophorae Immaturus	Viridiplantae
CHP01627	槐叶		huai ye	Folium Sophorae japoniae	Viridiplantae
CHP01628	槐枝	鲜槐枝	huai zhi	Styphnolobium japonicum	Viridiplantae
CHP01629	换锦花		huan jin hua	Lycoris sprengeri	Viridiplantae
CHP01630	黄柏	台湾黄檗|黄皮树|盐黄柏|川黄柏	huang bai	Phellodendron bark	Viridiplantae
CHP01631	黄背草		huang bei cao	Themeda triandra	Viridiplantae
CHP01632	黄背草根		huang bei cao gen	Themeda triandra	Viridiplantae
CHP01633	黄背草果		huang bei cao guo	Themeda triandra	Viridiplantae
CHP01634	黄背草苗		huang bei cao miao	Themeda triandra	Viridiplantae
CHP01635	黄藨根	黄锁梅根	huang biao gen	Rubus ellipticus	Viridiplantae
CHP01636	黄藨叶		huang biao ye	Rubus ellipticus	Viridiplantae
CHP01637	黄草乌		huang cao wu	Aconitum vilmorinianum	Viridiplantae
CHP01638	黄茶根	岩枣树|女儿茶	huang cha gen	Rhamnus heterophylla	Viridiplantae
CHP01639	黄刺皮		huang ci pi	Berberis kansuensis	Viridiplantae
CHP01640	黄独零余子		huang du ling yu zi	Dioscorea bulbifera	Viridiplantae
CHP01641	黄甘草		huang gan cao	Yellow Licorice	Viridiplantae
CHP01642	黄藁本		huang gao ben	Sinodielsia yunnanensis	Viridiplantae
CHP01643	黄根		huang gen	Prismatomeris tetrandra	Viridiplantae
CHP01644	黄瓜		huang gua	Cucumber;Leptopeel Cucumber	Viridiplantae
CHP01645	黄瓜根		huang gua gen	Radix Cucumidis sativi	Viridiplantae
CHP01646	黄瓜霜		huang gua shuang	Cucumis sativus	Viridiplantae
CHP01647	黄瓜藤		huang gua teng	Caulis Cucumidis sativi	Viridiplantae
CHP01648	黄瓜叶		huang gua ye	Folium Cucumidis sativi	Viridiplantae
CHP01649	黄花补血草		huang hua bu xue cao	Limonium aureum	Viridiplantae
CHP01650	黄花菜	黄花油精|黄花|金针菜	huang hua cai	Citron Daylily	Viridiplantae
CHP01651	黄花菜子		huang hua cai zi	Corynandra viscosa	Viridiplantae
CHP01652	黄花倒水莲		huang hua dao shui lian	Polygala fallax	Viridiplantae
CHP01653	黄花地锦苗		huang hua di jin miao	Corydalis balansae	Viridiplantae
CHP01654	黄花地桃花		huang hua di tao hua	Triumfetta rhomboidea	Viridiplantae
CHP01655	黄花独蒜		huang hua du suan	Spathoglottis pubescens	Viridiplantae
CHP01656	黄花夹竹桃		huang hua jia zhu tao	Yellow Oleander	Viridiplantae
CHP01657	黄花夹竹桃叶		huang hua jia zhu tao ye	Thevetia peruviana	Viridiplantae
CHP01658	黄花绿绒蒿		huang hua lv rong hao	Cathcartia chelidoniifolia	Viridiplantae
CHP01659	黄花母		huang hua mu	Sida rhombifolia	Viridiplantae
CHP01660	黄花母根		huang hua mu gen	Sida rhombifolia	Viridiplantae
CHP01661	黄花蔷薇		huang hua qiang wei	Rosa setipoda	Viridiplantae
CHP01662	黄花忍冬		huang hua ren dong	Lonicera chrysantha	Viridiplantae
CHP01663	黄花稔		huang hua ren	Acute Sida	Viridiplantae
CHP01664	黄花鼠尾草		huang hua shu wei cao	Yellowflower Sage	Viridiplantae
CHP01665	黄花铁线莲	铁线透骨草	huang hua tie xian lian	Clematis intricata	Viridiplantae
CHP01666	黄花香		huang hua xiang	Hypericum beanii	Viridiplantae
CHP01667	黄花香薷		huang hua xiang ru	Elsholtzia eriostachya	Viridiplantae
CHP01668	黄花鸢尾		huang hua yuan wei	Iris wilsonii	Viridiplantae
CHP01669	黄花远志		huang hua yuan zhi	Yellowflower Milkwort	Viridiplantae
CHP01670	黄花獐牙菜		huang hua zhang ya cai	Swertia kingii	Viridiplantae
CHP01671	黄花紫堇		huang hua zi jin	Corydalis mucronifera	Viridiplantae
CHP01672	黄接骨丹		huang jie gu dan	Gypsophila	Viridiplantae
CHP01673	黄金凤		huang jin feng	Incurvedspur Snapweed	Viridiplantae
CHP01674	黄金钱		huang jin qian	Tripterospermum nienkui	Viridiplantae
CHP01675	黄堇	小花黄堇	huang jin	Tenuous Corydalis	Viridiplantae
CHP01676	黄荆	黄荆油|牡荆油|山牡荆|牡荆	huang jing	Vitex negundo	Viridiplantae
CHP01677	黄荆根	牡荆根	huang jing gen	Negundo Chastetree Root	Viridiplantae
CHP01678	黄荆沥		huang jing li	Vitex negundo	Viridiplantae
CHP01679	黄荆叶	牡荆叶	huang jing ye	Negundo Chastetree Leaf	Viridiplantae
CHP01680	黄荆枝		huang jing zhi	Rhizoma Polygonati	Viridiplantae
CHP01681	黄荆子	牡荆子	huang jing zi	Vitex negundo	Viridiplantae
CHP01682	黄精	多花黄精|滇黄精|酒黄精	huang jing	Rhizome of Fragrant Solomonseal	Viridiplantae
CHP01683	黄精叶钩吻		huang jing ye gou wen	Japanese Croomia	Viridiplantae
CHP01684	黄桷根	雀榕根	huang jue gen	Ficus virens	Viridiplantae
CHP01685	黄桷浆		huang jue jiang	Ficus virens	Viridiplantae
CHP01686	黄桷树根疙瘩		huang jue shu gen ge da	Ficus virens	Viridiplantae
CHP01687	黄桷叶	雀榕叶	huang jue ye	Ficus virens	Viridiplantae
CHP01688	黄开口		huang kai kou	Lysimachia klattiana	Viridiplantae
CHP01689	黄葵		huang kui	Musk-mallow	Viridiplantae
CHP01690	黄连	黄莲|萸黄连|峨嵋野黄连|云南黄连|三角叶黄连	huang lian	rhizome of Chinese Goldthread	Viridiplantae
CHP01691	黄连花		huang lian hua	Lysimachia davurica	Viridiplantae
CHP01692	黄楝树		huang lian shu	Pistacia chinensis	Viridiplantae
CHP01693	黄龙胆		huang long dan	Yellow Gentian	Viridiplantae
CHP01694	黄龙藤		huang long teng	Schisandra propinqua	Viridiplantae
CHP01695	黄栌		huang lu	Common Smoketree	Viridiplantae
CHP01696	黄栌根		huang lu gen	Cotinus coggygria	Viridiplantae
CHP01697	黄栌枝叶		huang lu zhi ye	Common Smoketree Branch-leaf	Viridiplantae
CHP01698	黄麻		huang ma	Corchorus capsularis	Viridiplantae
CHP01699	黄麻根		huang ma gen	Corchorus capsularis	Viridiplantae
CHP01700	黄麻梗虫		huang ma geng chong	Corchorus capsularis	Viridiplantae
CHP01701	黄麻灰		huang ma hui	Corchorus capsularis	Viridiplantae
CHP01702	黄麻叶		huang ma ye	Corchorus capsularis	Viridiplantae
CHP01703	黄麻子		huang ma zi	Roundpod Jute Seed	Viridiplantae
CHP01704	黄毛耳草		huang mao er cao	Exallage chrysotricha	Viridiplantae
CHP01705	黄毛榕		huang mao rong	Ficus fulva	Viridiplantae
CHP01706	黄毛岩白菜		huang mao yan bai cai	Oreocharis henryana	Viridiplantae
CHP01707	黄茅		huang mao	Heteropogon contortus	Viridiplantae
CHP01708	黄缅桂		huang mian gui	Champac Michelia	Viridiplantae
CHP01709	黄缅桂果		huang mian gui guo	Magnolia champaca	Viridiplantae
CHP01710	黄牛茶		huang niu cha	Cratoxylum cochinchinense	Viridiplantae
CHP01711	黄皮		huang pi	Cornus oblonga	Viridiplantae
CHP01712	黄皮根		huang pi gen	Chinese Wampee Root	Viridiplantae
CHP01713	黄皮果		huang pi guo	Clausena lansium	Viridiplantae
CHP01714	黄皮果核		huang pi guo he	Clausena lansium	Viridiplantae
CHP01715	黄皮树皮		huang pi shu pi	Clausena lansium	Viridiplantae
CHP01716	黄皮叶		huang pi ye	Chinese Wampee Leaf	Viridiplantae
CHP01717	黄芪	蒙古黄芪|膜荚黄芪|沙苑子|生黄芪|白芪|炙黄芪|蜜黄芪|蜜芪|黄耆		huang qi	root of Membranous Milkvetch	Viridiplantae
CHP01718	黄芪茎叶	黄耆茎叶	huang qi	Astragalus membranaceus	Viridiplantae
CHP01719	黄杞		huang qi	Ｒoxburgh Engelhardtia Root	Viridiplantae
CHP01720	黄杞皮		huang qi pi	Engelhardia roxburghiana	Viridiplantae
CHP01721	黄杞叶		huang qi ye	Engelhardia roxburghiana	Viridiplantae
CHP01722	黄茄花		huang jia hua	Abelmoschus crinitus	Viridiplantae
CHP01723	黄芩	黄苓|黄芩甙|酒黄芩|酒黄苓|西南黄芩	huang qin	root of Baikal skullcap	Viridiplantae
CHP01724	黄秦艽		huang qin jiao	Baillon Veratrilla	Viridiplantae
CHP01725	黄稔根		huang ren gen	Pseudodissochaeta septentrionalis	Viridiplantae
CHP01726	黄瑞木		huang rui mu	Adinandra millettii	Viridiplantae
CHP01727	黄三七		huang san qi	Common Souliea	Viridiplantae
CHP01728	黄山药		huang shan yao	Yellow Yam	Viridiplantae
CHP01729	黄鳝藤		huang shan teng	Berchemia floribunda	Viridiplantae
CHP01730	黄鳝藤根		huang shan teng gen	Berchemia lineata	Viridiplantae
CHP01731	黄蜀葵	黄蜀葵茎	huang shu kui	Abelmoschus manihot	Viridiplantae
CHP01732	黄蜀葵根		huang shu kui gen	Abelmoschus manihot	Viridiplantae
CHP01733	黄蜀葵花		huang shu kui hua	Setose Abelmoschus	Viridiplantae
CHP01734	黄蜀葵叶		huang shu kui ye	Abelmoschus manihot	Viridiplantae
CHP01735	黄蜀葵子		huang shu kui zi	Abelmoschus manihot	Viridiplantae
CHP01736	黄鼠狼		huang shu lang	Botrychium virginianum	Viridiplantae
CHP01737	黄水茄		huang shui jia	Greywhite  Nightshade*	Viridiplantae
CHP01738	黄藤	大黄藤	huang teng	Fibraurea recisa	Viridiplantae
CHP01739	黄菀	林荫千里光|印度獐牙菜	huang wan	Shady Groundsel	Viridiplantae
CHP01740	黄心果	云南山竹子	huang xin guo	Garcinia cowa	Viridiplantae
CHP01741	黄杨	山黄杨子	huang yang	Buxus sinica	Viridiplantae
CHP01742	黄杨根		huang yang gen	Buxus sinica	Viridiplantae
CHP01743	黄杨木		huang yang mu	Buxus sinica	Viridiplantae
CHP01744	黄杨叶		huang yang ye	Buxus sinica	Viridiplantae
CHP01745	黄药子		huang yao zi	rhizome of Airpotato Yam	Viridiplantae
CHP01746	黄缨菊		huang ying ju	Xanthopappus subacaulis	Viridiplantae
CHP01747	黄珠子草		huang zhu zi cao	Cathetus virgatus	Viridiplantae
CHP01748	黄紫堇		huang zi jin	Ochotsk Corydalis;Yellow Corydalis	Viridiplantae
CHP01749	灰绿黄堇	黄草花	hui lv huang jin	Greyish-Green Corydalis	Viridiplantae
CHP01750	灰叶	毒灰毛豆	hui ye	Purple Tephrosia	Viridiplantae
CHP01751	灰叶根		hui ye gen	Purple Tephrosia Root	Viridiplantae
CHP01752	灰叶南蛇藤		hui ye nan she teng	Celastrus glaucophyllus	Viridiplantae
CHP01753	回回豆		hui hui dou	Gram Chickpea	Viridiplantae
CHP01754	回回蒜		hui hui suan	Ranunculus chinensis	Viridiplantae
CHP01755	回回蒜果		hui hui suan guo	Ranunculus chinensis	Viridiplantae
CHP01756	茴芹		hui qin	Pimpinella anisum Linn;Anise	Viridiplantae
CHP01757	茴香	小茴香|小茴香油|盐小茴香|茴香油	hui xiang	Fennel fruit	Viridiplantae
CHP01758	茴香根		hui xiang gen	Fennel Root	Viridiplantae
CHP01759	茴香茎叶		hui xiang jing ye	Fennel Stem and Leaf	Viridiplantae
CHP01760	昏鸡头		hun ji tou	Cyrtomium fortunei	Viridiplantae
CHP01761	活血连	墨七	huo xue lian	Aconitum scaposum	Viridiplantae
CHP01762	火棘	红子根|赤阳子	huo ji	Pyracantha fortuneana	Viridiplantae
CHP01763	火索麻		huo suo ma	Tortedfruit Screwtree	Viridiplantae
CHP01764	火炭母草	胖根藤|晕药|小红人|野辣蓼	huo tan mu cao	Chinese Knotweed	Viridiplantae
